customer_id,transaction_time,amount,days_since_last_payment,previous_declines_24h,merchant_category,is_international
CUST10000,2025-03-25 01:24:54,50.0,79.9,0,utilities,0
CUST10000,2025-01-19 02:45:25,747.9,0.0,0,electronics,0
CUST10000,2025-01-09 21:00:29,175.72,0.0,0,retail,0
CUST10000,2024-11-11 03:56:54,145.95,0.0,0,healthcare,0
CUST10000,2024-12-20 00:56:50,399.53,33.3,0,electronics,0
CUST10001,2024-10-29 00:51:52,821.13,54.1,3,groceries,0
CUST10001,2025-03-19 23:59:29,3711.25,140.2,2,education,0
CUST10001,2025-02-07 12:31:36,1693.23,0.0,2,travel,1
CUST10001,2025-01-24 02:06:14,2143.66,0.0,3,travel,1
CUST10001,2025-03-19 18:28:27,1944.09,53.5,3,retail,1
CUST10001,2024-11-17 10:04:06,501.14,0.0,3,atm_withdrawal,0
CUST10001,2025-03-14 01:49:44,771.94,116.6,2,education,1
CUST10001,2025-03-13 21:02:14,2912.6,0.0,2,healthcare,0
CUST10001,2024-11-03 19:58:30,2128.35,0.0,2,healthcare,1
CUST10001,2024-12-10 00:32:09,389.19,32.6,3,utilities,0
CUST10001,2024-12-08 09:29:57,128.32,0.0,2,fuel,0
CUST10001,2025-02-14 05:18:03,3767.95,68.0,2,groceries,1
CUST10001,2025-01-26 23:01:28,770.95,0.0,3,entertainment,0
CUST10001,2024-10-10 01:09:15,994.76,0.0,2,gambling,0
CUST10001,2024-11-03 13:24:30,4668.35,22.5,3,healthcare,1
CUST10001,2024-12-13 09:35:40,135.48,37.0,2,fuel,1
CUST10001,2025-02-27 16:55:21,1296.68,75.3,2,dining,1
CUST10001,2024-12-26 08:18:19,428.2,0.0,2,travel,1
CUST10001,2024-10-07 16:39:17,241.75,0.0,2,groceries,0
CUST10001,2024-10-31 17:53:50,549.1,22.9,3,entertainment,0
CUST10001,2024-12-14 15:34:29,1140.98,42.6,2,electronics,0
CUST10001,2024-10-27 14:55:06,5328.91,0.0,2,utilities,1
CUST10001,2024-12-25 22:03:44,1452.38,60.9,2,atm_withdrawal,0
CUST10001,2025-03-03 16:54:43,904.36,63.4,2,fuel,1
CUST10001,2025-01-11 15:29:04,883.23,0.0,2,travel,0
CUST10001,2024-10-07 05:04:12,2296.3,0.0,2,travel,0
CUST10001,2025-02-06 07:30:04,1925.44,121.3,2,utilities,0
CUST10001,2025-01-01 04:32:41,559.32,0.0,2,retail,1
CUST10001,2024-11-08 21:39:50,1865.39,0.0,2,utilities,0
CUST10001,2024-12-07 18:45:40,459.81,28.9,2,atm_withdrawal,0
CUST10001,2025-01-18 01:14:35,3051.76,40.8,2,electronics,0
CUST10001,2024-11-03 04:42:53,5314.62,0.0,2,dining,0
CUST10001,2025-02-17 03:36:57,1588.51,103.0,2,healthcare,0
CUST10001,2024-12-14 03:39:10,1440.13,0.0,2,atm_withdrawal,0
CUST10001,2025-02-12 03:24:15,77.39,58.7,2,gambling,0
CUST10001,2024-12-02 17:23:21,7397.76,0.0,2,dining,1
CUST10001,2025-02-26 07:24:52,1792.39,85.0,2,electronics,0
CUST10001,2025-02-01 08:34:28,399.68,0.0,3,gambling,1
CUST10001,2025-03-11 09:14:38,838.83,38.6,2,travel,0
CUST10001,2024-10-22 06:44:08,1727.43,0.0,2,travel,0
CUST10001,2025-03-21 16:20:25,2399.98,153.0,2,electronics,0
CUST10001,2025-03-07 04:37:51,50.0,0.0,2,atm_withdrawal,0
CUST10001,2024-12-07 13:47:19,384.95,0.0,2,education,0
CUST10001,2024-10-18 08:13:13,1642.13,0.0,2,atm_withdrawal,1
CUST10001,2025-03-14 10:03:46,1377.96,151.1,2,education,0
CUST10001,2024-11-16 08:21:33,262.58,0.0,2,groceries,0
CUST10001,2024-12-30 09:37:27,2049.2,45.0,2,fuel,0
CUST10001,2024-12-21 22:50:19,1424.8,0.0,2,travel,0
CUST10001,2024-10-23 05:57:05,2043.54,0.0,3,fuel,0
CUST10001,2025-01-13 07:29:07,807.06,80.0,2,fuel,0
CUST10001,2025-03-23 01:21:33,801.54,68.2,2,education,0
CUST10001,2025-01-03 18:38:12,393.25,0.0,2,travel,0
CUST10001,2024-10-31 05:32:02,4903.99,0.0,2,gambling,0
CUST10001,2024-10-22 08:37:09,50.0,0.0,2,groceries,0
CUST10001,2024-10-26 14:33:26,598.15,5.0,2,utilities,0
CUST10001,2025-01-18 03:47:10,2548.65,83.1,2,entertainment,1
CUST10001,2025-01-12 16:28:11,7460.02,0.0,3,electronics,0
CUST10001,2024-12-22 10:02:28,1450.86,0.0,5,healthcare,0
CUST10001,2024-12-24 09:32:12,1962.33,1.3,3,travel,1
CUST10001,2024-11-19 23:17:07,1388.33,0.0,2,electronics,0
CUST10001,2024-10-10 10:42:42,1484.58,0.0,2,atm_withdrawal,1
CUST10001,2025-03-12 04:57:03,4668.08,152.6,3,fuel,0
CUST10001,2024-11-24 12:38:38,68.21,0.0,3,education,1
CUST10001,2025-01-21 05:26:33,754.99,56.9,3,dining,0
CUST10001,2024-11-30 22:42:10,2075.25,0.0,2,dining,1
CUST10001,2025-01-28 17:23:34,610.88,60.0,2,entertainment,0
CUST10001,2024-11-07 19:25:48,1544.48,0.0,2,groceries,0
CUST10001,2024-12-12 22:08:45,9458.37,32.7,2,groceries,1
CUST10001,2025-02-15 02:05:24,904.16,66.9,2,travel,0
CUST10001,2024-12-09 23:59:00,813.91,0.0,2,entertainment,0
CUST10001,2025-02-15 13:45:51,3648.42,69.5,2,utilities,1
CUST10001,2025-01-12 05:37:13,1495.37,0.0,2,atm_withdrawal,0
CUST10001,2025-01-27 12:57:00,506.87,13.5,3,utilities,1
CUST10001,2024-11-30 19:20:53,636.71,0.0,2,gambling,0
CUST10001,2025-02-08 20:53:40,908.73,69.4,2,electronics,1
CUST10001,2025-01-26 20:23:43,1181.89,0.0,2,entertainment,1
CUST10001,2024-12-20 15:40:52,574.35,0.0,2,travel,0
CUST10001,2025-04-02 04:21:23,2078.46,99.1,2,dining,1
CUST10001,2025-03-24 13:20:23,609.44,0.0,2,atm_withdrawal,1
CUST10001,2025-03-16 04:19:23,1644.02,0.0,2,fuel,1
CUST10001,2024-12-15 20:29:26,915.59,0.0,2,travel,1
CUST10001,2025-02-02 07:41:10,6903.37,48.7,2,entertainment,0
CUST10001,2024-10-12 08:54:21,752.37,0.0,2,retail,0
CUST10001,2025-02-18 10:09:41,958.07,128.1,2,healthcare,0
CUST10001,2024-10-12 03:17:26,2442.51,0.0,2,electronics,0
CUST10001,2025-03-20 10:53:53,242.41,162.0,2,utilities,1
CUST10001,2025-01-07 01:51:30,490.4,0.0,2,gambling,0
CUST10001,2024-11-28 03:38:19,5705.45,0.0,2,groceries,1
CUST10001,2024-11-23 06:34:44,610.57,0.0,2,travel,1
CUST10001,2025-03-11 23:53:19,278.62,105.3,2,utilities,1
CUST10001,2024-11-16 02:06:17,2208.86,0.0,3,utilities,0
CUST10001,2024-12-04 20:04:55,137.59,20.7,2,dining,0
CUST10001,2025-03-16 05:27:20,2128.94,101.1,2,groceries,0
CUST10001,2025-02-28 03:54:24,4395.33,0.0,3,fuel,0
CUST10001,2024-11-11 05:34:12,4704.34,0.0,2,electronics,0
CUST10001,2025-03-04 14:54:28,1594.4,111.4,3,atm_withdrawal,0
CUST10001,2025-01-03 02:53:14,811.8,0.0,3,entertainment,1
CUST10001,2024-12-02 18:36:27,2214.35,0.0,2,fuel,0
CUST10001,2024-11-14 12:42:47,3139.48,0.0,2,fuel,1
CUST10001,2025-01-17 10:43:30,2183.81,64.1,2,electronics,0
CUST10001,2024-11-25 23:37:54,131.37,0.0,2,travel,0
CUST10001,2025-01-24 19:09:10,960.08,57.6,2,fuel,0
CUST10001,2024-12-03 00:17:29,109.95,0.0,3,utilities,0
CUST10001,2025-03-18 23:24:48,209.74,104.3,2,gambling,0
CUST10001,2025-03-14 01:50:49,1476.5,0.0,2,entertainment,0
CUST10001,2024-11-15 06:19:28,543.72,0.0,2,retail,1
CUST10001,2024-12-16 15:38:58,1703.92,36.4,3,entertainment,0
CUST10001,2025-03-01 03:24:27,816.96,76.3,2,entertainment,0
CUST10001,2025-01-23 21:14:25,1267.15,0.0,3,education,0
CUST10001,2025-03-08 07:26:37,818.05,42.1,2,utilities,1
CUST10002,2025-03-30 04:37:20,50.0,192.4,0,education,1
CUST10002,2025-03-11 13:54:38,535.49,0.0,0,electronics,0
CUST10002,2025-01-07 01:20:00,896.92,0.0,0,electronics,0
CUST10002,2025-02-14 19:25:32,395.82,36.9,0,education,0
CUST10002,2024-10-02 10:46:59,219.92,0.0,0,travel,0
CUST10002,2025-01-28 22:28:24,236.49,118.4,0,travel,0
CUST10002,2024-10-10 23:57:05,51.36,0.0,0,electronics,0
CUST10002,2024-11-13 17:41:05,1479.6,35.6,0,electronics,0
CUST10002,2024-11-07 22:38:35,97.67,0.0,0,education,0
CUST10002,2024-11-10 08:17:02,338.77,0.0,0,electronics,0
CUST10002,2024-11-17 18:11:04,187.29,9.2,0,education,0
CUST10002,2024-11-20 15:54:37,688.53,0.0,0,groceries,0
CUST10002,2024-12-18 03:28:00,76.7,27.6,0,dining,0
CUST10002,2025-03-07 17:24:54,54.42,78.3,0,groceries,0
CUST10002,2024-11-02 22:09:18,186.56,0.0,0,healthcare,0
CUST10002,2024-10-02 07:39:32,404.14,0.0,0,entertainment,1
CUST10002,2025-01-24 23:04:01,95.98,118.7,0,utilities,0
CUST10002,2025-01-18 13:32:19,123.27,0.0,0,groceries,0
CUST10002,2025-01-24 07:37:50,50.0,4.8,1,groceries,0
CUST10002,2024-12-13 23:31:04,151.43,0.0,0,gambling,0
CUST10002,2025-02-11 18:40:53,50.0,57.8,0,fuel,0
CUST10002,2025-03-12 16:27:52,192.59,29.0,0,education,0
CUST10002,2025-02-15 14:33:45,697.85,0.0,0,gambling,0
CUST10002,2025-03-22 16:44:07,418.91,39.9,0,dining,0
CUST10002,2024-12-06 13:20:09,359.93,0.0,0,healthcare,0
CUST10002,2025-01-03 09:47:29,227.8,27.4,0,travel,0
CUST10002,2025-03-10 17:23:44,50.0,72.2,1,utilities,0
CUST10002,2024-10-15 20:46:59,354.58,0.0,0,utilities,0
CUST10002,2024-11-04 20:11:16,62.29,16.5,0,electronics,0
CUST10002,2025-03-31 01:15:50,571.72,146.9,0,entertainment,0
CUST10002,2024-11-03 11:19:43,193.06,0.0,0,atm_withdrawal,0
CUST10002,2024-12-08 19:14:56,178.46,36.3,0,gambling,0
CUST10002,2024-12-12 03:38:40,272.35,2.7,0,travel,0
CUST10002,2024-11-03 14:34:33,471.58,0.0,0,dining,0
CUST10002,2025-03-28 07:13:45,50.0,142.0,0,retail,0
CUST10002,2025-03-18 08:11:41,150.32,0.0,0,gambling,0
CUST10002,2025-01-09 16:44:40,259.96,0.0,0,fuel,0
CUST10002,2025-03-18 20:42:42,169.41,67.0,0,education,0
CUST10002,2025-01-04 01:32:32,160.23,0.0,0,atm_withdrawal,0
CUST10002,2024-10-16 07:24:57,200.47,0.0,0,electronics,0
CUST10002,2024-10-06 23:09:31,50.62,0.0,0,education,0
CUST10002,2024-11-28 09:10:58,306.03,53.5,0,healthcare,0
CUST10002,2025-01-27 11:55:39,50.0,61.1,0,groceries,0
CUST10002,2025-02-08 22:26:59,50.0,14.1,0,utilities,0
CUST10002,2025-02-10 03:55:31,106.62,0.5,0,healthcare,0
CUST10002,2025-01-27 14:44:20,50.0,0.0,0,gambling,1
CUST10002,2024-11-20 12:42:50,126.93,0.0,0,entertainment,0
CUST10002,2024-11-12 12:46:45,191.0,0.0,0,atm_withdrawal,0
CUST10002,2025-02-19 00:03:47,211.68,99.8,0,electronics,0
CUST10003,2025-01-25 06:11:15,377.2,123.4,1,travel,0
CUST10003,2025-03-24 20:14:54,532.17,56.4,1,utilities,0
CUST10003,2025-03-13 06:28:44,2384.82,0.0,2,fuel,1
CUST10003,2024-11-07 04:15:27,812.97,0.0,1,retail,0
CUST10003,2025-02-26 16:47:59,2171.21,109.6,1,utilities,0
CUST10003,2024-11-01 07:48:19,394.46,0.0,1,travel,0
CUST10003,2024-12-08 18:39:09,1096.4,39.0,1,utilities,0
CUST10003,2024-10-08 00:10:39,2762.82,0.0,2,entertainment,0
CUST10003,2025-01-26 09:27:15,149.06,109.8,3,travel,0
CUST10003,2024-11-08 11:27:17,310.97,0.0,1,retail,0
CUST10003,2025-02-08 12:58:03,293.08,93.6,1,atm_withdrawal,0
CUST10003,2025-02-27 20:36:33,1658.33,16.5,1,retail,0
CUST10003,2024-11-06 18:03:55,50.0,0.0,1,utilities,0
CUST10003,2024-11-25 11:01:44,1567.93,17.9,1,utilities,1
CUST10003,2025-01-31 02:04:28,647.67,64.5,1,travel,0
CUST10003,2025-01-19 06:40:18,2210.72,0.0,1,utilities,0
CUST10003,2025-02-26 20:19:06,932.36,42.2,1,travel,0
CUST10003,2024-12-08 03:44:56,50.0,0.0,1,dining,0
CUST10003,2025-02-25 03:08:52,329.66,79.9,1,healthcare,0
CUST10003,2025-01-05 11:30:46,127.56,0.0,1,groceries,0
CUST10003,2025-04-01 08:51:51,1197.68,84.1,1,electronics,0
CUST10003,2024-11-09 03:45:47,191.24,0.0,1,utilities,0
CUST10003,2024-10-07 07:11:15,3871.67,0.0,1,utilities,0
CUST10003,2025-01-12 17:38:00,662.8,94.2,2,atm_withdrawal,1
CUST10003,2025-03-28 21:37:17,50.0,79.0,1,travel,1
CUST10003,2025-03-03 20:25:09,2080.38,0.0,1,atm_withdrawal,0
CUST10003,2024-12-25 18:39:47,1271.86,0.0,1,electronics,0
CUST10003,2025-02-26 00:32:27,287.27,63.1,1,entertainment,0
CUST10003,2025-01-08 17:16:46,341.08,0.0,1,fuel,0
CUST10003,2024-10-08 11:48:27,510.7,0.0,1,gambling,0
CUST10003,2024-10-08 06:05:36,467.24,1.0,2,utilities,0
CUST10003,2025-03-18 10:40:29,209.82,159.5,1,electronics,0
CUST10003,2025-01-07 06:21:37,326.26,0.0,2,groceries,1
CUST10003,2024-12-02 01:56:41,1007.24,0.0,3,retail,0
CUST10003,2025-02-27 18:53:21,486.98,89.1,1,gambling,0
CUST10003,2025-03-23 11:24:43,591.38,20.9,1,healthcare,0
CUST10003,2024-12-25 18:17:56,216.89,0.0,1,utilities,0
CUST10003,2024-10-20 16:05:46,2997.83,0.0,3,utilities,0
CUST10003,2025-03-05 02:40:54,429.51,134.8,2,gambling,0
CUST10003,2025-02-02 15:26:08,519.45,0.0,2,education,0
CUST10003,2024-11-27 00:02:07,261.96,0.0,1,entertainment,0
CUST10003,2024-12-01 22:30:27,1820.19,1.9,1,dining,0
CUST10003,2025-03-15 00:12:33,86.74,100.9,1,utilities,0
CUST10003,2025-01-06 22:50:22,123.22,0.0,1,electronics,1
CUST10003,2024-10-04 20:18:57,1662.23,0.0,1,retail,0
CUST10003,2025-01-23 13:26:47,67.53,110.1,1,utilities,1
CUST10003,2025-03-27 05:08:34,793.89,61.0,1,utilities,1
CUST10003,2025-02-14 07:13:37,683.23,0.0,1,retail,1
CUST10003,2025-01-07 01:54:48,1130.85,0.0,1,education,0
CUST10003,2024-11-18 00:55:43,466.74,0.0,1,retail,1
CUST10003,2024-12-02 20:14:48,837.91,14.0,1,gambling,1
CUST10004,2024-12-30 12:08:19,344.62,112.4,0,utilities,0
CUST10004,2025-01-11 20:49:54,1844.81,12.0,0,fuel,0
CUST10004,2025-01-18 11:19:54,249.67,5.6,0,atm_withdrawal,0
CUST10004,2024-12-10 23:25:30,664.77,0.0,0,atm_withdrawal,0
CUST10004,2024-12-26 04:12:56,278.09,15.6,0,fuel,0
CUST10004,2025-03-14 19:57:45,917.06,78.0,0,healthcare,0
CUST10004,2025-02-18 12:37:46,52.91,0.0,0,atm_withdrawal,0
CUST10004,2025-02-21 03:00:18,901.89,2.2,0,dining,0
CUST10004,2025-02-23 01:21:10,1194.92,4.6,0,education,0
CUST10004,2024-10-27 23:49:26,699.08,0.0,0,gambling,0
CUST10004,2025-02-28 03:17:51,426.9,124.7,0,utilities,0
CUST10004,2025-02-11 18:03:36,281.25,0.0,0,dining,0
CUST10004,2024-10-04 23:36:48,454.34,0.0,0,groceries,0
CUST10004,2024-12-22 00:05:04,1271.03,79.8,0,dining,1
CUST10004,2025-01-31 03:22:01,1256.19,38.6,0,electronics,0
CUST10004,2024-10-09 16:55:36,1579.09,0.0,0,groceries,0
CUST10004,2025-03-30 12:40:37,1799.25,169.7,0,groceries,0
CUST10004,2025-01-28 07:07:00,1273.09,0.0,1,dining,0
CUST10004,2025-02-18 16:08:59,209.86,16.6,0,groceries,0
CUST10004,2025-02-12 12:10:26,1525.74,0.0,0,gambling,0
CUST10004,2024-12-16 20:56:19,3744.78,0.0,0,fuel,0
CUST10004,2024-12-24 05:39:10,344.0,4.4,0,entertainment,0
CUST10004,2024-12-31 04:37:36,807.96,2.8,0,healthcare,0
CUST10004,2024-10-27 15:21:04,986.27,0.0,0,healthcare,0
CUST10004,2025-03-21 15:33:20,2562.24,144.6,1,utilities,1
CUST10004,2025-04-04 20:01:57,519.39,13.9,0,gambling,1
CUST10004,2025-01-22 04:30:28,654.44,0.0,0,fuel,0
CUST10004,2024-11-30 01:12:52,75.1,0.0,0,travel,0
CUST10004,2024-10-02 17:42:52,494.62,0.0,0,fuel,0
CUST10004,2024-10-13 11:03:33,149.51,9.3,0,atm_withdrawal,0
CUST10004,2024-10-26 18:58:32,108.12,13.8,0,entertainment,0
CUST10004,2024-11-29 00:33:55,444.8,32.8,0,gambling,0
CUST10004,2025-03-16 03:15:09,400.86,107.6,0,groceries,0
CUST10004,2025-04-04 15:53:29,486.89,16.8,0,dining,0
CUST10004,2024-10-17 01:57:11,2714.5,0.0,0,groceries,0
CUST10004,2024-11-15 00:23:11,898.02,27.1,0,electronics,0
CUST10004,2025-01-17 19:26:49,77.97,61.2,0,utilities,0
CUST10004,2025-01-11 01:53:46,62.35,0.0,0,utilities,0
CUST10004,2024-10-27 04:46:19,806.56,0.0,0,travel,0
CUST10004,2025-02-13 05:44:40,1241.67,109.2,0,healthcare,0
CUST10004,2024-11-14 08:52:15,2953.41,0.0,0,fuel,0
CUST10004,2024-12-07 17:03:58,1247.29,26.5,0,dining,0
CUST10004,2025-02-25 21:59:06,479.8,80.3,0,retail,0
CUST10004,2024-12-23 20:07:48,1169.51,0.0,0,gambling,0
CUST10004,2025-03-29 05:39:50,2101.72,96.9,0,fuel,0
CUST10004,2024-10-09 08:56:09,4582.98,0.0,0,education,0
CUST10004,2025-01-17 05:27:33,1308.69,101.9,0,electronics,1
CUST10004,2025-01-02 14:03:40,951.59,0.0,0,education,0
CUST10004,2025-03-11 13:44:40,1520.07,66.3,0,atm_withdrawal,0
CUST10004,2025-02-09 20:24:48,395.04,0.0,0,healthcare,0
CUST10004,2025-01-31 13:10:23,4273.05,0.0,0,atm_withdrawal,0
CUST10004,2025-01-17 11:49:40,458.74,0.0,0,education,0
CUST10004,2025-02-11 09:23:42,286.2,27.2,0,electronics,0
CUST10004,2025-03-24 07:52:39,1032.0,36.1,0,dining,0
CUST10004,2025-01-12 23:34:18,711.44,0.0,0,dining,0
CUST10004,2024-10-25 16:07:42,1723.74,0.0,0,utilities,0
CUST10004,2024-11-22 08:46:50,2089.71,25.5,0,utilities,0
CUST10004,2024-10-03 06:17:36,836.21,0.0,0,gambling,0
CUST10004,2025-03-05 12:37:25,221.42,152.4,0,dining,0
CUST10004,2025-03-18 21:15:56,135.49,13.3,0,education,0
CUST10004,2025-01-03 16:14:35,1041.34,0.0,0,education,0
CUST10004,2025-03-13 12:16:58,981.48,69.1,0,healthcare,0
CUST10004,2024-11-22 17:26:41,1196.35,0.0,0,utilities,0
CUST10004,2025-01-03 23:14:50,2097.5,44.0,0,electronics,1
CUST10004,2025-03-01 01:23:20,478.13,55.0,0,fuel,0
CUST10004,2025-02-22 11:39:11,919.07,0.0,0,fuel,0
CUST10004,2024-11-06 05:51:36,394.18,0.0,0,travel,0
CUST10004,2024-11-15 18:57:41,570.44,11.5,0,atm_withdrawal,0
CUST10004,2024-10-25 21:02:02,652.03,0.0,0,groceries,0
CUST10004,2025-01-20 14:06:58,1133.82,86.1,0,education,0
CUST10005,2024-12-02 08:28:30,1347.98,83.3,0,dining,0
CUST10005,2025-03-26 14:51:19,773.75,113.9,0,groceries,0
CUST10005,2024-11-25 05:50:11,568.75,0.0,0,groceries,0
CUST10005,2024-10-03 21:37:21,107.92,0.0,0,entertainment,0
CUST10005,2024-11-27 22:28:13,333.5,54.0,0,gambling,0
CUST10005,2025-01-23 14:32:03,50.0,58.8,0,groceries,0
CUST10005,2024-12-06 16:08:39,1003.51,0.0,0,electronics,0
CUST10005,2025-02-13 17:28:15,1317.98,67.4,0,gambling,0
CUST10005,2024-12-27 06:38:54,1439.29,0.0,0,education,0
CUST10005,2024-11-18 00:05:24,148.01,0.0,0,gambling,0
CUST10005,2025-03-28 13:14:41,1376.6,131.3,0,groceries,0
CUST10005,2025-03-02 07:20:09,367.91,0.0,0,entertainment,0
CUST10005,2025-01-26 12:48:09,70.25,0.0,0,atm_withdrawal,0
CUST10005,2025-02-11 01:41:54,272.17,13.9,0,groceries,0
CUST10005,2025-02-16 16:56:42,724.56,2.3,0,education,0
CUST10005,2025-03-10 02:49:06,50.0,20.4,0,utilities,0
CUST10005,2024-10-11 00:19:21,954.78,0.0,0,groceries,0
CUST10005,2025-03-21 21:10:35,301.14,161.6,0,fuel,0
CUST10005,2025-01-11 19:37:29,50.0,0.0,0,atm_withdrawal,0
CUST10005,2024-11-26 00:49:05,373.42,0.0,0,healthcare,0
CUST10005,2024-10-20 03:35:07,950.34,0.0,0,entertainment,0
CUST10005,2024-12-30 04:58:00,1422.74,70.9,0,gambling,0
CUST10005,2025-02-22 13:30:41,92.66,54.4,0,atm_withdrawal,0
CUST10005,2025-02-04 12:44:13,511.42,0.0,0,utilities,0
CUST10005,2025-01-24 02:05:56,358.54,0.0,0,education,0
CUST10005,2024-11-01 09:04:59,136.65,0.0,0,travel,0
CUST10005,2024-12-09 16:06:51,859.96,39.2,0,fuel,0
CUST10005,2024-11-19 09:05:27,290.33,0.0,0,groceries,0
CUST10005,2025-03-09 13:00:57,648.34,115.4,0,entertainment,1
CUST10005,2025-02-21 07:54:16,115.69,0.0,0,healthcare,0
CUST10005,2024-10-19 23:42:45,176.46,0.0,0,retail,0
CUST10005,2025-02-20 01:41:43,701.41,124.2,0,utilities,0
CUST10006,2025-03-22 00:42:54,1134.7,193.2,0,groceries,0
CUST10006,2025-03-07 02:14:26,729.94,0.0,0,atm_withdrawal,0
CUST10006,2024-10-13 17:15:41,1144.53,0.0,0,education,0
CUST10006,2024-12-26 01:34:35,117.95,73.4,0,retail,0
CUST10006,2024-11-01 15:38:43,50.0,0.0,0,gambling,0
CUST10006,2025-01-11 03:28:45,149.58,69.5,0,retail,0
CUST10006,2025-01-23 00:01:44,226.28,10.6,0,entertainment,0
CUST10006,2024-12-04 13:22:06,706.99,0.0,0,electronics,0
CUST10006,2025-01-03 10:39:26,894.46,30.2,0,education,0
CUST10006,2025-03-28 17:06:25,615.38,83.4,0,entertainment,0
CUST10006,2025-02-04 05:55:40,2137.93,0.0,0,utilities,0
CUST10006,2024-12-27 05:39:14,316.56,0.0,0,electronics,0
CUST10006,2025-03-28 22:03:21,1181.32,91.8,0,travel,0
CUST10006,2025-03-03 19:49:05,394.73,0.0,0,travel,0
CUST10006,2024-12-17 08:34:04,1648.35,0.0,0,healthcare,0
CUST10006,2025-03-05 11:10:54,98.16,79.0,0,travel,0
CUST10006,2024-11-20 06:20:18,815.26,0.0,0,groceries,0
CUST10006,2025-03-20 09:58:19,1040.66,121.3,0,entertainment,0
CUST10006,2024-12-13 04:58:26,542.04,0.0,0,atm_withdrawal,0
CUST10006,2024-10-08 13:18:26,159.36,0.0,0,education,0
CUST10006,2025-02-10 19:19:32,502.3,125.1,0,groceries,0
CUST10006,2024-10-16 21:30:43,321.37,0.0,0,utilities,0
CUST10006,2025-03-10 11:05:07,323.87,144.3,0,healthcare,0
CUST10006,2024-11-04 11:20:06,627.82,0.0,0,utilities,0
CUST10006,2025-02-25 07:20:06,1527.19,111.3,0,fuel,0
CUST10006,2024-11-13 05:56:55,1279.77,0.0,0,utilities,0
CUST10006,2025-01-01 22:22:49,942.31,52.6,0,atm_withdrawal,0
CUST10006,2025-03-17 07:10:19,79.35,74.7,0,fuel,0
CUST10006,2024-10-11 12:20:44,1088.78,0.0,0,healthcare,0
CUST10006,2025-02-05 07:49:03,634.64,119.4,0,travel,0
CUST10006,2024-10-27 08:36:51,1126.53,0.0,0,dining,0
CUST10006,2025-02-14 05:14:17,50.0,107.7,0,groceries,0
CUST10006,2024-11-09 01:32:54,127.9,0.0,0,retail,0
CUST10006,2025-02-14 21:02:59,1009.81,98.0,0,gambling,0
CUST10006,2025-02-03 04:43:45,152.27,0.0,0,electronics,0
CUST10006,2025-03-02 16:34:01,236.56,28.7,0,entertainment,0
CUST10006,2024-11-04 06:16:38,301.82,0.0,0,education,0
